,rate
38736,5.0
26741,4.0
29394,4.0
17109,3.0
30742,4.0
10119,4.0
31558,2.0
419,3.0
53608,4.0
34009,4.0
9801,3.5
31667,4.5
7466,4.0
4104,4.0
197,3.5
47251,4.0
55548,3.5
38254,4.0
20789,3.0
47402,3.0
16620,3.0
10138,4.5
7733,3.0
5823,2.0
32249,2.5
24785,4.0
21106,4.5
44598,3.5
18845,5.0
12398,3.5
56953,1.0
12267,3.0
29656,2.0
33878,4.0
58493,3.0
21842,3.5
34179,4.0
31045,4.0
18431,5.0
39673,5.0
10037,3.0
32661,3.0
41410,3.5
16687,1.5
26021,2.5
48217,3.5
55678,4.0
11904,3.0
52468,4.0
41630,2.0
22082,3.0
3739,3.5
32615,4.0
4612,2.0
36011,4.5
35934,3.5
12889,3.5
9459,3.0
28642,4.5
23152,4.0
16119,4.0
35238,2.5
40582,5.0
20543,3.0
19544,4.0
48072,4.0
11498,4.0
33557,4.0
7169,2.5
34792,3.0
18665,5.0
13750,4.5
48053,3.5
4002,4.0
33971,2.0
49129,4.0
18464,1.5
27281,4.0
5664,5.0
51202,1.0
30613,4.0
48708,4.0
39922,4.0
4414,5.0
42566,4.0
25899,4.0
28481,2.5
11591,4.0
43183,4.0
24102,5.0
52547,3.5
24185,1.0
12258,3.0
30562,2.0
54297,3.5
27406,4.0
13573,3.0
14448,1.5
33683,4.0
42268,4.0
57257,4.0
5001,4.0
49910,4.0
22050,4.5
25501,3.0
7128,3.5
22397,3.0
47837,2.5
33649,2.5
52013,3.5
14960,3.5
44168,3.0
44906,1.5
12557,4.0
29480,4.0
18971,4.0
59014,2.0
14452,5.0
58549,4.0
271,0.5
47330,3.5
57321,3.5
20661,3.0
24732,3.0
54169,2.5
39931,4.0
24272,4.5
23164,2.0
47915,4.5
12510,4.0
22355,4.0
10207,4.0
29581,4.5
23327,3.5
10490,4.0
33138,4.0
41317,2.5
23737,3.5
46867,4.5
31701,5.0
26406,4.0
27787,4.0
24452,5.0
10173,3.0
54672,4.5
25570,3.0
53173,1.0
35513,4.5
42250,4.0
59745,2.0
10557,3.0
37847,4.0
54155,3.5
18015,3.5
29868,3.5
14704,5.0
46961,5.0
40981,4.5
30744,1.0
59311,5.0
49755,3.0
11051,3.5
998,4.0
45180,4.0
31823,3.5
28473,3.5
22315,4.0
49666,3.0
28479,4.0
7893,4.0
58360,4.0
20495,3.0
24986,2.0
51802,2.0
39697,0.5
58701,4.5
42214,5.0
6750,4.0
3626,4.0
32790,3.0
51410,4.0
39838,5.0
18305,3.0
43661,4.0
6033,5.0
41721,4.5
19413,4.0
43232,4.0
36710,4.0
15924,3.0
1324,0.5
1548,5.0
10177,4.0
54537,3.0
2042,3.0
38364,3.0
17865,4.0
51757,5.0
17354,5.0
12108,3.0
3294,3.0
41209,3.0
29413,4.5
47419,3.5
42488,4.5
33457,2.5
7730,5.0
8888,4.0
56751,4.0
18601,4.0
19011,4.5
30244,2.0
23249,4.0
9007,5.0
31826,5.0
18211,1.0
47897,4.0
14523,5.0
5907,3.0
32027,4.5
18751,2.0
6877,3.0
10697,5.0
47383,4.0
20287,5.0
38452,2.0
938,2.5
13724,3.5
51605,2.5
52823,2.0
2424,3.0
55358,5.0
25423,3.5
19500,1.0
47831,4.0
36433,3.0
56135,5.0
39509,4.0
26958,3.0
36963,4.0
24766,4.0
55924,3.5
42084,4.0
8098,5.0
5747,4.0
49657,5.0
43442,4.0
29569,4.0
48319,4.5
16003,3.0
16591,3.5
43667,3.0
10873,4.0
9968,3.5
19710,5.0
51585,4.0
18799,4.0
12926,4.0
56074,4.0
35767,4.0
15849,5.0
58198,1.0
28704,3.0
44296,5.0
32167,3.5
10548,3.0
31707,4.0
44903,4.0
38175,3.5
27927,3.0
59494,3.5
22061,4.0
34240,5.0
12593,5.0
42146,1.0
8297,3.5
58484,3.0
37514,4.0
40688,3.0
29733,4.0
46199,3.0
32351,1.5
4288,4.0
7221,3.0
29532,3.0
44210,5.0
29336,2.0
25831,1.0
5326,3.0
6485,4.0
4278,3.0
23602,3.5
19874,5.0
29349,4.0
31364,2.5
50768,3.5
42528,4.5
6415,4.0
37508,4.0
5264,4.0
29732,2.0
4710,3.0
9057,1.5
32189,5.0
47215,5.0
28724,4.0
58188,2.5
27892,5.0
56385,4.0
44945,5.0
50169,3.5
44265,2.0
32548,1.0
58872,4.0
41030,3.0
16310,5.0
56094,3.0
42469,4.5
3788,4.0
25699,5.0
30905,3.5
41841,3.5
26477,4.0
25781,1.5
24960,2.5
50431,2.5
32862,4.0
23102,2.5
46402,3.5
49983,3.5
33998,2.0
34055,4.0
12453,4.0
31288,1.0
20626,0.5
11063,5.0
58076,4.0
19701,3.5
45756,3.0
44947,3.5
2958,3.5
13546,4.0
6955,3.5
27441,2.5
37025,4.0
24976,3.0
8233,3.0
47289,4.5
57586,4.0
17341,4.5
716,4.0
40654,3.0
37874,2.0
57893,5.0
44472,3.5
29958,3.0
15373,3.0
43773,2.5
14676,4.5
44239,1.0
55943,5.0
30816,5.0
22304,3.0
8190,4.0
28452,3.0
16431,4.0
26051,3.5
1758,2.0
18634,4.0
33817,5.0
5732,4.0
41558,4.5
44760,4.0
37892,1.0
41480,0.5
40858,4.0
26911,5.0
13635,2.0
53394,3.0
45253,2.5
48839,3.0
32674,2.5
44038,4.0
30068,3.5
27326,3.0
46119,5.0
31552,5.0
53951,4.0
1258,4.0
44298,3.0
22943,3.0
21213,3.5
45802,4.0
37972,4.0
50240,3.0
126,5.0
56994,4.0
54902,3.0
35422,3.5
44711,2.5
1390,4.0
33590,4.0
14758,2.5
22220,4.0
30449,2.0
39170,4.0
38540,3.0
3912,4.0
34796,5.0
3245,3.0
40715,4.5
9813,3.0
30143,5.0
33989,3.5
48194,4.0
46895,4.5
22944,4.0
29418,4.5
31797,5.0
38457,4.0
50198,4.0
15184,4.5
26469,3.0
12952,4.0
39198,5.0
15533,4.5
2449,3.0
29002,3.0
56637,3.5
17815,3.0
28584,4.0
47384,3.0
21230,5.0
48231,4.0
45096,3.0
52243,4.0
56284,1.0
52118,4.0
8817,3.0
19216,5.0
17722,3.5
13672,2.0
46505,4.0
24880,4.0
49268,1.5
13722,4.0
13258,4.5
2766,3.0
13630,3.0
45594,1.0
35268,4.0
22185,4.5
25077,4.0
28980,5.0
21313,3.0
33907,3.0
13712,2.5
21325,4.0
43628,3.5
34948,3.0
17163,3.0
37931,4.5
34171,1.0
55318,3.0
52678,3.5
28378,3.0
6406,3.5
25710,2.0
18773,4.0
20725,4.0
44716,2.5
38400,5.0
17523,3.0
12982,5.0
55012,3.0
5190,1.5
7656,5.0
5380,2.5
49893,3.5
6246,2.5
31352,3.0
3894,3.5
32524,2.5
22039,2.5
36334,4.0
13834,3.5
31519,3.5
46259,3.0
10690,3.5
50741,3.5
37609,4.0
36672,4.0
6010,4.0
11644,2.5
27170,3.0
18471,2.5
48779,5.0
30087,1.5
28955,5.0
17120,3.0
6678,3.0
53335,3.0
10006,4.0
49511,3.0
15326,4.0
36841,3.5
32572,1.0
6574,3.5
6516,4.0
828,4.0
40899,1.5
57197,3.0
58328,4.0
29686,3.0
40734,4.5
31805,3.5
20948,3.0
22537,4.5
16755,1.5
3872,5.0
33992,5.0
58938,1.5
2266,2.0
31040,2.5
43119,3.0
25618,4.0
31741,5.0
51685,5.0
47187,5.0
9875,4.0
57516,4.5
44894,5.0
6204,3.0
33829,3.0
36554,4.0
47098,2.5
48067,4.5
9759,2.0
27581,2.0
3043,4.5
17274,5.0
31696,1.0
46449,3.0
12450,3.5
52045,1.5
16545,3.0
31023,3.5
42025,3.5
53745,4.0
34607,4.0
9857,4.0
16680,2.5
10156,2.0
14170,3.0
41919,4.0
47658,2.5
44270,4.5
32986,3.0
2107,2.5
45948,2.0
9938,4.0
53244,4.0
22632,4.0
57851,4.0
28215,4.0
416,4.0
26079,5.0
56712,4.5
11663,2.5
13456,4.0
29747,4.0
53902,4.5
47861,4.0
51007,2.5
15894,3.5
32093,4.0
11288,3.0
4017,5.0
22424,4.0
27840,1.5
4047,3.5
50673,4.0
4120,4.0
37942,3.0
50534,4.0
13122,5.0
31103,4.0
23217,5.0
33592,3.0
4138,0.5
31273,4.0
11973,1.0
6757,5.0
45484,4.5
42186,2.5
42758,1.0
39870,0.5
56096,3.5
11406,4.0
45246,3.0
681,3.5
52501,2.5
1734,3.0
19406,5.0
52866,2.5
936,4.5
2166,3.5
18895,3.0
28613,3.5
16737,3.0
13244,5.0
26528,3.0
44259,4.0
8237,4.0
21779,5.0
18007,3.0
20122,5.0
59879,2.0
20397,4.5
2904,2.5
41387,3.0
38040,3.0
19663,4.0
57249,4.0
44262,4.0
54266,3.0
48524,3.5
56458,4.5
58195,4.0
2520,5.0
30369,2.0
28776,3.5
41375,3.0
55674,4.0
13067,4.5
1970,3.0
48852,5.0
55419,4.0
51151,4.0
9853,4.0
41692,5.0
51264,4.0
57057,4.0
3696,5.0
25841,4.0
31310,2.5
38560,1.0
25116,4.0
45871,3.5
2428,1.0
27971,4.0
9318,3.0
43146,3.5
13496,2.5
19865,3.0
32939,4.0
24957,4.0
50032,5.0
33564,1.0
28997,1.0
2601,4.0
45137,2.0
55995,3.0
8982,5.0
29696,4.0
1507,4.0
49414,0.5
21576,4.0
32878,1.0
7971,4.0
45148,3.0
53972,4.0
47208,5.0
51329,2.5
34243,5.0
48590,3.0
25691,4.0
57112,3.0
59123,3.5
9482,3.5
5279,2.0
4250,1.0
43379,3.0
25550,3.5
6395,3.5
46228,1.0
12764,4.0
56398,2.5
35211,3.0
27382,3.0
32032,4.0
10590,4.5
26270,4.0
51214,4.0
55802,3.0
59870,3.5
23269,3.0
14371,4.5
44957,5.0
36407,5.0
6684,4.0
35226,4.0
8434,4.5
3712,1.5
54268,4.0
24749,1.5
51609,4.0
38837,5.0
19768,3.0
4915,2.0
22504,4.5
42123,3.0
54791,4.0
6920,2.0
9088,4.0
49316,4.0
28952,4.0
38847,4.5
40136,3.0
10435,4.0
10768,3.0
40442,4.5
15938,3.5
45299,3.0
10074,3.5
16466,3.0
7154,4.0
42856,5.0
3855,4.0
16080,3.5
3760,4.0
27058,4.5
26027,4.0
24338,3.0
37131,4.0
12301,2.5
21813,4.0
43308,3.0
7077,4.5
47885,5.0
28563,3.5
28445,3.5
19090,3.0
35354,4.5
4744,2.0
35397,3.0
8613,4.0
55981,4.5
35529,3.0
25975,4.5
50727,5.0
2850,5.0
316,4.0
6983,4.0
35579,5.0
58073,5.0
47390,3.5
40533,3.5
37700,4.5
47144,4.0
17385,5.0
19092,3.0
38656,4.5
3671,4.0
47169,0.5
41433,4.5
53105,5.0
3124,4.0
51479,4.0
8867,4.0
40217,4.0
19104,4.0
7481,3.5
45661,4.0
5716,3.0
15224,3.5
43208,2.5
32335,4.0
20818,4.0
44439,4.5
58940,4.0
11619,4.0
17170,3.0
28447,5.0
49993,4.0
24742,3.5
39355,3.0
12625,3.5
41201,4.0
58519,5.0
45268,5.0
19948,1.0
43402,4.5
38897,4.5
54798,3.0
50933,4.0
47210,4.0
6151,4.0
31284,2.5
58866,1.5
8907,3.0
10453,4.0
42735,3.0
33782,4.0
18597,4.0
38839,2.0
34856,4.0
12110,3.5
56641,4.0
49829,4.5
315,4.0
31320,2.0
41596,5.0
26868,5.0
31520,3.0
37311,2.0
22856,3.0
10021,3.0
19842,5.0
38982,4.0
45573,4.0
19356,3.5
2423,0.5
42260,4.0
48792,2.5
48467,2.0
52900,5.0
17636,3.0
34393,3.0
47889,4.0
186,3.0
31205,4.0
53771,5.0
27107,4.0
19153,5.0
16704,3.0
29643,4.0
21193,5.0
27691,5.0
11941,4.0
7261,2.0
9009,3.0
52878,4.0
19723,3.0
1206,5.0
59439,4.0
12660,5.0
40373,4.0
35490,4.0
10377,2.0
32772,4.0
13081,2.0
41149,4.0
30674,1.0
9714,3.0
58726,3.0
38926,5.0
20889,3.5
34175,4.0
50272,4.0
24503,3.0
18244,5.0
11641,5.0
20759,1.0
36639,5.0
17316,0.5
44059,4.0
9820,4.0
42764,4.0
29398,3.5
5225,4.0
42382,5.0
15784,3.0
16660,4.0
18480,5.0
41288,3.0
2317,5.0
48955,4.0
26130,3.0
14749,3.5
12716,4.5
32757,5.0
15206,1.5
1135,5.0
2206,4.0
13460,3.0
29225,4.0
38571,3.5
55537,4.0
3022,2.0
39074,1.0
53627,4.0
25736,3.0
51815,2.0
1083,3.5
32124,4.0
53917,2.0
29849,5.0
1177,2.0
24009,3.0
45050,4.0
12537,3.0
18357,3.0
14913,2.0
12378,4.0
17051,2.5
26635,3.5
18865,4.0
56592,3.5
96,4.0
49170,2.5
39830,4.0
29586,3.0
22015,4.5
29355,4.0
58878,2.0
3356,3.0
18690,5.0
33105,4.5
7811,2.5
55338,2.0
9762,5.0
59259,3.0
38707,3.5
20139,2.0
11825,3.0
8951,5.0
371,4.0
32668,3.0
35011,3.5
53989,5.0
54750,3.0
38164,4.5
43054,4.0
12116,4.0
50389,3.0
13077,1.0
59597,2.5
51659,4.5
21834,4.0
636,3.5
17384,3.0
53449,4.0
26349,4.0
48035,3.0
17921,4.5
10585,4.5
58481,3.0
46198,4.0
44121,3.5
13228,4.0
2910,4.0
50471,3.0
21155,3.5
3263,5.0
25216,4.0
3649,4.0
57517,3.0
39081,2.0
15831,5.0
9381,3.0
7016,4.0
54295,3.5
24001,4.0
6680,3.5
50935,3.0
36762,4.0
42590,3.5
13560,3.0
39807,3.5
4704,3.0
48844,4.0
49029,1.0
36671,3.0
27723,4.5
33233,3.0
53776,4.0
42821,4.5
4544,3.0
43443,3.0
55841,3.0
38366,5.0
25014,4.0
22146,5.0
28111,5.0
12898,4.5
6474,2.0
43845,3.0
8251,4.0
51274,2.5
10147,4.0
26297,3.0
33345,3.5
16170,3.5
23593,4.0
21010,1.5
29117,4.0
47036,2.0
4497,3.0
16380,3.5
48335,1.0
50306,3.5
24760,2.5
29231,5.0
9963,5.0
53961,3.0
39916,4.0
3206,4.0
51286,4.0
33215,4.0
28502,5.0
45631,4.5
59420,4.5
45915,2.5
36678,4.0
57853,2.0
48745,4.0
11417,3.0
40651,3.5
50042,3.0
52822,3.0
29316,4.0
25770,4.0
35185,5.0
41808,4.0
21816,3.0
39972,4.0
36945,4.0
33329,4.0
13881,5.0
34845,4.0
27012,2.0
2159,5.0
51364,3.0
57630,2.5
33657,4.0
29088,3.5
21643,4.0
17000,4.0
9782,4.0
20030,4.0
42504,3.0
14399,5.0
1159,3.5
45556,3.0
37875,3.5
38529,3.0
45717,3.0
5766,3.0
29001,4.0
22383,4.0
21645,5.0
35682,4.0
53611,4.5
13723,3.5
11164,4.5
42008,1.0
53849,5.0
59352,3.5
12335,4.0
52601,4.0
1003,3.0
2437,5.0
34743,4.0
16568,4.0
39045,4.5
55725,2.0
41873,4.0
3669,3.5
52834,4.0
37477,4.0
17148,4.0
34093,3.0
3261,3.0
39782,4.0
22523,2.5
19645,4.0
32875,5.0
3754,3.0
27461,3.5
22841,4.0
57075,4.0
46168,3.5
8284,4.0
40152,3.0
11822,2.0
44923,5.0
56796,3.0
51497,4.0
32980,4.5
4020,3.0
31270,2.5
32218,4.0
55739,3.0
20123,2.0
13986,5.0
52139,5.0
754,3.0
30727,1.5
44744,4.0
37963,3.5
11717,3.0
6150,5.0
54850,3.0
15756,5.0
37920,3.0
52662,3.0
5298,1.0
43148,3.5
31694,3.5
50419,4.0
4523,4.0
29628,2.0
24298,3.0
24585,3.5
12831,4.0
26655,4.5
55247,4.0
29872,2.0
43839,4.0
1671,2.0
59054,4.0
37639,5.0
4913,4.0
30507,4.0
28485,3.0
30058,4.0
26107,4.0
28972,3.0
58571,5.0
13671,4.5
12119,3.5
15391,3.0
56695,4.0
44539,3.5
20617,4.0
37091,4.5
23202,4.0
32339,4.0
38116,3.0
8036,3.5
2859,4.0
45675,3.0
17426,4.0
11502,1.0
18529,4.0
58139,5.0
10913,2.5
14720,3.5
40332,4.0
6609,3.5
37407,1.5
24707,2.0
7807,1.0
37444,1.0
19822,4.5
12955,3.0
15898,2.5
50810,3.0
4614,1.0
26760,4.0
38291,3.5
22531,5.0
8733,5.0
50028,4.0
10080,5.0
15257,3.0
17671,4.0
54334,3.0
8304,4.0
38438,4.0
21733,2.0
48691,4.0
47059,4.0
41477,5.0
20931,4.0
34438,3.0
21739,4.5
57423,4.0
30883,4.0
10396,1.0
9235,4.0
35191,3.0
46540,4.0
10934,3.0
38150,2.0
41228,4.5
27978,4.0
40017,5.0
39344,2.0
31971,1.5
6887,4.0
48386,4.0
50951,4.0
15727,4.5
52699,3.5
19219,1.0
47473,4.5
44165,3.0
39683,3.0
25687,2.5
5406,4.5
51456,3.5
30225,2.5
26269,4.0
5419,5.0
21669,4.0
46786,4.0
19753,1.0
34694,2.5
11909,4.0
16895,4.5
39476,2.0
7343,4.0
12914,1.5
12298,4.0
48960,4.0
10165,3.5
43865,3.0
43140,2.5
3956,4.0
37497,4.0
30123,1.0
22786,4.5
16247,3.0
23071,5.0
6229,2.0
23670,4.0
54187,3.0
23978,5.0
58925,5.0
54279,2.0
43494,4.0
8946,4.0
50473,3.5
46901,1.0
33145,3.0
16234,5.0
32007,2.5
1670,1.5
44071,3.0
54545,4.5
59424,2.0
44379,3.0
43905,4.0
27718,4.0
42120,2.0
26324,4.0
6821,4.0
7998,3.5
12931,5.0
43729,4.0
23432,2.0
40612,3.0
47823,4.5
3088,3.5
59338,4.0
54275,5.0
13830,1.5
51330,2.5
42774,5.0
23439,3.0
15556,4.0
56026,4.0
41123,2.0
14599,3.0
9548,4.0
14763,1.0
22520,2.0
58545,3.0
58078,3.0
53932,4.0
37655,4.0
15734,5.0
48003,4.0
17308,3.0
7325,3.5
59133,4.5
37912,3.0
37122,5.0
2932,4.0
52023,3.5
27903,3.5
19588,3.0
28668,4.0
7358,3.0
44713,3.0
34782,5.0
35507,3.5
33437,3.0
16131,4.0
1590,5.0
58638,2.0
52882,3.0
37216,3.5
11132,4.0
55440,4.0
5541,5.0
28241,4.5
26716,4.5
494,3.0
10649,3.0
36918,4.0
3192,5.0
57198,2.0
20453,4.0
16460,4.0
42198,3.0
50985,3.0
42903,3.0
12228,1.0
50310,5.0
27168,4.0
46409,0.5
7048,4.0
15476,4.5
39767,3.0
36112,3.5
52466,4.0
51369,4.0
21491,4.5
20698,1.5
57039,4.0
54097,3.0
27043,3.0
37830,3.5
27511,3.0
32903,4.5
39523,3.5
15562,4.0
28129,2.0
59450,4.0
53789,2.5
24657,2.5
13717,4.5
28084,4.5
13476,4.0
59978,4.0
56000,3.0
18981,4.5
6804,4.5
41069,4.0
19559,5.0
9986,4.0
52628,3.0
29871,5.0
40606,1.5
57182,1.0
2542,3.5
22311,3.0
38527,4.5
34893,4.0
12646,3.0
46476,2.0
35885,4.0
47822,3.0
21021,3.5
45436,3.5
31611,4.0
11488,3.0
4754,4.5
28303,5.0
16480,2.0
51730,3.0
14369,2.0
48890,4.5
58833,2.5
7994,2.0
3023,3.5
51509,5.0
1518,5.0
49773,3.0
54123,4.0
4150,4.0
42914,5.0
6682,3.5
8472,4.0
36421,4.0
56846,2.0
54333,4.0
54000,3.5
9443,3.0
26824,4.0
46724,4.0
12817,3.0
745,4.0
5064,4.5
45322,4.0
44526,4.0
44443,4.0
372,4.0
57286,3.5
26466,4.0
51239,3.5
21754,5.0
33043,5.0
49354,4.0
49936,5.0
45823,3.0
59859,5.0
38937,3.5
38349,4.5
5118,5.0
3881,4.0
46416,2.0
43626,4.0
41591,3.5
54899,2.0
26397,2.5
40862,2.0
23254,3.5
7205,3.0
42517,2.5
39906,5.0
21691,3.5
41774,1.0
46015,3.0
58049,3.5
42973,3.0
45289,4.0
13046,3.0
47792,2.0
20714,3.0
28305,2.5
16185,3.0
54732,4.0
36041,2.5
4533,4.0
41337,3.0
25625,3.5
35955,3.5
41875,4.0
40278,4.5
26491,4.0
8117,3.0
15142,5.0
2059,3.5
1128,3.0
58670,4.0
49065,2.0
59328,2.0
28920,2.0
20143,2.0
1144,4.0
15893,3.0
26100,4.0
58403,5.0
51489,3.0
15485,5.0
5370,2.0
24586,4.5
35942,3.5
42187,4.0
6567,4.0
25054,2.5
45762,3.5
22375,5.0
18659,5.0
42510,4.0
42067,3.0
7429,3.0
23100,4.5
58858,4.5
50608,4.0
18118,3.5
40965,3.0
4161,3.0
4419,4.0
54964,3.5
52387,4.0
42460,2.5
44537,4.5
35689,5.0
15148,4.0
36211,2.5
47568,5.0
53010,3.0
46879,3.0
42534,3.0
27992,5.0
4584,4.0
15459,2.5
22009,3.5
34164,2.5
12432,5.0
39396,2.5
36492,0.5
18163,2.0
44499,5.0
58824,5.0
14481,3.0
29104,3.0
46296,4.0
11726,4.0
30951,4.0
31749,3.0
59078,1.0
53300,4.0
1662,5.0
51687,4.0
16708,4.5
25843,5.0
55654,5.0
11188,3.0
5011,4.5
47497,4.0
24206,1.5
26867,3.0
42798,3.0
29163,5.0
41286,2.0
55639,3.5
39306,3.0
13929,4.0
25028,3.0
15254,3.0
36068,4.0
23272,3.0
23838,3.5
31256,3.0
15041,3.0
12319,4.0
50243,3.0
32536,3.0
44274,3.0
20098,5.0
52463,3.0
15026,4.5
10807,4.0
21117,3.0
26542,4.5
2170,4.0
5986,4.0
40818,4.0
29295,0.5
57541,4.0
33517,4.0
47433,4.5
3999,5.0
30663,4.5
50065,0.5
10340,3.0
21658,2.0
47237,3.0
23295,4.0
33843,3.0
47439,5.0
3517,4.0
26819,3.0
2330,2.0
13702,5.0
53525,4.0
49076,4.0
30011,3.5
9524,3.0
32787,5.0
3973,1.0
56686,0.5
35331,4.5
2876,5.0
47346,5.0
11972,4.0
43302,5.0
39124,4.0
54577,3.0
17911,4.0
26903,3.0
37414,3.0
27416,4.0
2123,3.0
16304,5.0
51401,4.0
22202,3.5
55949,3.5
45635,1.0
56697,3.0
24934,4.5
27018,4.0
34689,4.0
9183,5.0
1019,3.0
59171,5.0
58666,3.5
44818,3.0
21766,2.5
25994,3.0
19556,1.5
51539,3.0
28524,3.5
31125,5.0
17777,3.0
18065,3.0
7150,5.0
4872,4.0
39407,4.0
40692,4.0
58180,3.0
28898,3.5
2179,1.5
17530,3.5
22468,1.5
2573,4.0
14212,3.0
331,4.5
22014,3.5
17825,5.0
54702,5.0
16601,4.0
50027,5.0
35830,3.0
23816,3.0
45219,5.0
7706,1.5
18679,4.0
22028,4.0
40620,3.0
21798,4.0
44045,4.5
23189,3.0
11280,5.0
28652,4.0
6543,3.0
10109,3.0
31127,5.0
58687,3.0
26311,2.0
47773,3.5
30936,3.0
11789,1.5
41965,4.0
26562,3.0
41122,1.0
8813,2.0
48300,3.5
657,1.0
37960,4.5
30621,3.0
52200,4.0
18768,4.0
45672,3.5
36007,2.5
527,3.0
15848,5.0
44344,4.0
40325,4.0
4394,4.0
1058,4.5
11148,5.0
15499,5.0
28180,0.5
36290,3.5
17694,3.0
2501,4.0
24779,4.0
47882,5.0
11598,3.0
32642,4.0
11679,4.0
31928,3.0
31254,2.0
12356,3.0
139,4.5
38084,4.0
24261,3.0
9034,5.0
46419,5.0
57207,2.5
52184,5.0
5567,4.0
36486,4.0
16504,5.0
42583,3.0
52216,4.0
45010,4.0
34488,3.0
29211,2.0
21179,3.5
11925,4.0
25290,4.5
6781,2.0
8488,2.5
11874,1.0
52925,5.0
17096,3.0
35670,5.0
54272,4.0
51148,4.0
21132,5.0
46747,2.0
861,5.0
59777,3.5
57899,5.0
23173,4.0
55896,4.0
2153,4.0
47695,3.0
21775,4.5
2900,3.0
43596,4.0
24832,5.0
34210,3.0
54247,4.0
28914,4.5
50058,3.0
3288,4.0
16311,3.0
55688,4.0
13140,4.5
37455,1.5
29789,0.5
36538,4.0
4607,4.0
12759,5.0
25973,3.0
49137,3.0
52251,0.5
57011,5.0
935,4.5
7639,4.0
53391,4.5
59039,4.5
25405,4.0
15460,4.0
36825,3.5
54772,2.5
43433,3.5
24800,4.0
45549,4.0
942,4.0
44360,3.0
10728,3.5
29544,1.5
3094,3.0
39066,3.5
19746,5.0
4613,4.5
42827,4.0
28210,4.5
8431,4.0
33157,2.0
48262,2.5
2347,5.0
52314,3.0
23438,4.0
48033,4.0
42375,5.0
25456,3.0
46876,5.0
29782,4.5
50063,3.5
53353,3.0
47179,3.0
42098,3.0
33309,3.0
54122,4.0
28585,4.0
40684,4.0
59063,5.0
51975,3.5
19459,5.0
38667,4.0
44545,4.0
34177,4.0
4565,3.0
32791,4.5
16813,4.0
55832,4.0
57397,4.0
8686,3.5
9274,3.5
13145,5.0
51027,3.0
26609,4.0
43003,4.0
58552,1.0
9513,3.5
41503,4.5
34660,1.0
19639,3.5
7219,3.0
52446,5.0
41929,2.0
58770,1.0
35807,4.0
32589,2.5
57620,5.0
22740,5.0
45207,4.0
34233,2.5
27196,4.5
29819,4.5
1588,5.0
57601,3.5
16677,3.0
57796,3.0
6353,3.0
14127,2.0
30034,1.0
17549,3.0
19627,3.0
38532,3.5
51249,5.0
12686,2.5
14731,3.5
42041,5.0
19058,4.0
4108,4.0
33351,0.5
3122,4.5
55877,4.0
58039,3.5
39227,3.0
11048,4.5
424,3.0
51924,1.0
21311,4.0
27274,4.0
37067,4.5
3833,5.0
47057,4.0
31089,2.5
7795,4.0
14207,2.5
56892,3.5
52478,4.0
41962,3.0
3898,3.5
37037,3.0
43680,5.0
46103,1.0
57059,3.0
8747,4.0
57998,2.0
10601,1.5
21945,4.0
58648,5.0
10978,4.5
38563,4.0
43293,4.0
47440,3.5
40466,1.5
57513,3.0
44625,3.5
5620,1.0
6753,4.0
46677,4.0
50155,2.5
37882,1.5
42532,4.5
47492,2.0
14402,2.5
21323,4.0
6307,4.0
15754,4.0
31700,1.5
48166,4.5
7759,2.5
5039,4.0
7140,4.0
16625,2.5
18606,5.0
49516,3.0
44727,4.0
2902,4.0
55623,4.0
6047,2.5
1419,4.0
3410,4.0
468,5.0
13038,4.0
40652,4.0
56008,4.0
32876,3.0
31746,3.0
13105,5.0
54656,5.0
43488,3.0
5961,2.0
25735,4.0
18370,4.5
29330,4.0
31233,5.0
40031,4.0
45399,3.5
40631,3.5
13376,3.0
23810,5.0
24450,5.0
15554,3.0
2685,4.0
24236,3.5
10369,3.5
37381,3.0
36765,4.0
15917,3.0
42247,5.0
37346,1.0
56824,3.0
2683,2.0
36875,5.0
45665,3.5
23970,5.0
34624,2.0
22766,3.5
39736,5.0
26558,4.0
14367,4.5
51887,3.0
39684,3.5
40842,5.0
40189,2.0
32829,3.0
12960,4.5
49970,5.0
53781,3.0
13231,4.0
25612,4.0
55603,4.0
20638,4.0
7217,2.5
55256,2.0
27386,3.0
16275,3.5
28263,3.5
40998,4.0
11339,4.0
59940,3.0
39800,5.0
53592,4.0
18319,4.0
56397,5.0
37563,3.0
36480,5.0
22730,5.0
45607,4.0
23381,3.0
5202,5.0
34983,4.0
55439,2.5
21605,2.0
20578,3.0
9837,2.0
29202,4.0
41572,1.0
36748,3.0
55003,1.0
56256,3.0
39206,3.0
10191,4.0
38821,2.0
44704,3.5
56911,3.0
59671,5.0
46309,4.0
5565,4.5
20804,3.5
50225,1.5
27203,4.0
8256,5.0
47699,3.5
12771,3.0
13774,3.0
7427,4.0
24317,4.5
43236,3.0
25548,3.5
22436,4.0
47156,1.0
10233,1.0
53699,4.0
46020,3.0
57347,4.0
28650,4.0
6192,4.5
29129,4.0
47538,3.5
47710,3.0
25127,3.0
53924,4.0
14678,3.5
18775,5.0
49698,4.0
38853,1.0
25555,4.0
21626,4.0
31084,5.0
33482,4.0
45243,4.5
13900,2.0
42877,4.0
6691,4.0
46141,4.0
46989,2.5
47250,3.0
41081,1.0
5680,4.5
15392,2.0
6216,1.0
55246,3.0
31892,3.0
37461,2.5
15359,3.0
49929,4.5
